Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
15时46分13秒     all     25.60      0.00      0.19      0.00      0.00     74.21
15时46分14秒     all     25.78      0.00      0.38      0.13      0.00     73.71
15时46分15秒     all     25.89      0.00      0.45      0.00      0.00     73.66
15时46分16秒     all     25.59      0.00      0.25      0.00      0.00     74.16
15时46分17秒     all     25.70      0.00      0.51      0.00      0.00     73.79
15时46分18秒     all     26.08      0.00      0.57      0.06      0.00     73.29
15时46分19秒     all     25.54      0.00      0.19      0.00      0.00     74.27
15时46分20秒     all     25.86      0.00      0.44      0.00      0.00     73.70
15时46分21秒     all     25.84      0.00      0.51      0.00      0.00     73.65
15时46分22秒     all     25.67      0.00      0.19      0.00      0.00     74.14
15时46分23秒     all     27.41      0.00      0.63      0.00      0.00     71.95
15时46分24秒     all     27.56      0.00      1.40      0.44      0.00     70.60
15时46分25秒     all     27.62      0.00      0.95      0.00      0.00     71.43
15时46分26秒     all     25.79      0.00      0.51      0.00      0.00     73.70
15时46分27秒     all     25.76      0.00      0.51      0.00      0.00     73.73
15时46分28秒     all     28.78      0.00      1.78      0.00      0.00     69.44
15时46分29秒     all     26.68      0.00      0.76      0.44      0.00     72.11
15时46分30秒     all     25.67      0.00      0.19      0.00      0.00     74.14
15时46分31秒     all     25.72      0.00      0.51      0.00      0.00     73.77
15时46分32秒     all     25.87      0.00      0.51      0.00      0.00     73.62
15时46分33秒     all     25.62      0.00      0.25      0.00      0.00     74.13
15时46分34秒     all     25.98      0.00      0.51      0.00      0.00     73.51
15时46分35秒     all     25.62      0.00      0.51      0.00      0.00     73.87
15时46分36秒     all     25.70      0.00      0.32      0.00      0.00     73.98
15时46分37秒     all     27.32      0.00      0.76      0.00      0.00     71.92
15时46分38秒     all     28.06      0.00     14.09     13.58      0.00     44.27
15时46分39秒     all     32.73      0.00     10.67     18.50      0.00     38.10
15时46分40秒     all     35.73      0.00      5.29     17.90      0.00     41.08
15时46分41秒     all     28.09      0.00     10.70     20.57      0.00     40.64
15时46分42秒     all     31.69      0.00      8.75     20.79      0.00     38.78
15时46分43秒     all     34.84      0.00      5.39     17.64      0.00     42.13
15时46分44秒     all     36.98      0.00      2.80     18.55      0.00     41.68
15时46分45秒     all     34.07      0.00      5.90     19.67      0.00     40.36
15时46分46秒     all     31.72      0.00      7.83     20.32      0.00     40.13
15时46分47秒     all     27.30      0.00     12.38     18.86      0.00     41.46
15时46分48秒     all     27.87      0.00     12.18     18.30      0.00     41.65
15时46分49秒     all     32.38      0.00      9.73     17.94      0.00     39.95
15时46分50秒     all     36.32      0.00      3.31     18.77      0.00     41.60
15时46分51秒     all     34.41      0.00      6.87     20.04      0.00     38.68
15时46分52秒     all     33.95      0.00      6.76     18.44      0.00     40.84
15时46分53秒     all     35.09      0.00      9.58     20.11      0.00     35.22
15时46分54秒     all     29.81      0.00     10.32     18.73      0.00     41.15
15时46分55秒     all     35.00      0.00      5.26     17.88      0.00     41.85
15时46分56秒     all     34.61      0.00      5.15     19.78      0.00     40.46
15时46分57秒     all     32.38      0.00      8.32     18.41      0.00     40.89
15时46分58秒     all     38.30      0.00      1.98     18.74      0.00     40.98
15时46分59秒     all     30.81      0.00     10.44     19.16      0.00     39.59
15时47分00秒     all     36.28      0.00      5.84     18.42      0.00     39.45
15时47分01秒     all     33.55      0.00     12.41     19.73      0.00     34.31
15时47分02秒     all     30.06      0.00      9.77     18.39      0.00     41.79
15时47分03秒     all     36.57      0.00      3.62     18.41      0.00     41.40
15时47分04秒     all     30.49      0.00      9.68     19.61      0.00     40.23
15时47分05秒     all     38.86      0.00      1.15     18.44      0.00     41.54
15时47分06秒     all     38.94      0.00      1.08     19.44      0.00     40.54
15时47分07秒     all     38.42      0.00      1.27     18.99      0.00     41.33
15时47分08秒     all     38.74      0.00      1.40     19.53      0.00     40.33
15时47分09秒     all     38.97      0.00      1.14     17.99      0.00     41.89
15时47分10秒     all     38.51      0.00      1.34     18.65      0.00     41.50
15时47分11秒     all     35.18      0.00      4.96     19.08      0.00     40.78
15时47分12秒     all     36.54      0.00      5.51     17.61      0.00     40.34
15时47分13秒     all     36.48      0.00      3.24     18.65      0.00     41.62
15时47分14秒     all     38.11      0.00      1.78     18.80      0.00     41.30
15时47分15秒     all     38.68      0.00      1.40     18.83      0.00     41.09
15时47分16秒     all     38.03      0.00      1.53     19.17      0.00     41.27
15时47分17秒     all     38.83      0.00      1.46     19.67      0.00     40.04
15时47分18秒     all     34.35      0.00      5.77     19.26      0.00     40.62
15时47分19秒     all     34.78      0.00      5.16     19.24      0.00     40.83
15时47分20秒     all     39.11      0.00      1.53     19.11      0.00     40.25
15时47分21秒     all     39.35      0.00      1.46     18.56      0.00     40.62
15时47分22秒     all     38.91      0.00      1.34     18.25      0.00     41.51
15时47分23秒     all     43.07      0.00      2.36     17.83      0.00     36.74
15时47分24秒     all     45.81      0.00      7.01     16.38      0.00     30.80
15时47分25秒     all     43.23      0.00      3.89     18.54      0.00     34.35
15时47分26秒     all     46.96      0.00      3.59     17.36      0.00     32.09
15时47分27秒     all     46.21      0.00      3.69     15.85      0.00     34.25
15时47分28秒     all     47.23      0.00      5.54     18.31      0.00     28.93
15时47分29秒     all     43.37      0.00      6.40     17.13      0.00     33.10
15时47分30秒     all     36.20      0.00     10.89     19.44      0.00     33.46
15时47分31秒     all     41.76      0.00     10.86     17.97      0.00     29.41
15时47分32秒     all     43.46      0.00      3.91     17.63      0.00     35.00
15时47分33秒     all     41.53      0.00      4.61     18.36      0.00     35.50
15时47分34秒     all     39.60      0.00      4.78     18.80      0.00     36.82
15时47分35秒     all     38.76      0.00      3.17     19.00      0.00     39.08
15时47分36秒     all     41.75      0.00      3.99     18.56      0.00     35.70
15时47分37秒     all     40.70      0.00      4.98     18.40      0.00     35.91
15时47分38秒     all     20.04      0.00      2.93      3.75      0.00     73.28
15时47分39秒     all     13.72      0.00      3.59      0.00      0.00     82.69
15时47分40秒     all      9.85      0.00      3.30      0.00      0.00     86.85
15时47分41秒     all     13.56      0.00      4.92      0.00      0.00     81.51
15时47分42秒     all     30.41      0.00      3.74      0.00      0.00     65.85
15时47分43秒     all     29.13      0.00      3.24      0.06      0.00     67.57
15时47分44秒     all     28.95      0.00      3.21      0.06      0.00     67.78
15时47分45秒     all     30.61      0.00      2.24      0.00      0.00     67.16
15时47分46秒     all     31.60      0.00      4.12      0.13      0.00     64.16
15时47分47秒     all     28.11      0.00      1.78      0.00      0.00     70.11
15时47分48秒     all     30.89      0.00      3.08      0.00      0.00     66.04
15时47分49秒     all     27.81      0.00      3.45      0.00      0.00     68.74
15时47分50秒     all     27.89      0.00      3.28      0.00      0.00     68.83
15时47分51秒     all     28.85      0.00      2.64      0.00      0.00     68.51
15时47分52秒     all     31.85      0.00      3.50      0.00      0.00     64.65
15时47分53秒     all     31.82      0.00      6.14      0.00      0.00     62.03
15时47分54秒     all     26.12      0.00      1.86      0.06      0.00     71.96
15时47分55秒     all     25.92      0.00      0.38      0.00      0.00     73.69
15时47分56秒     all     25.95      0.00      0.70      0.19      0.00     73.16
15时47分57秒     all     29.63      0.00      2.41      0.00      0.00     67.96
15时47分58秒     all     25.95      0.00      0.44      0.00      0.00     73.60
15时47分59秒     all     25.64      0.00      0.25      0.38      0.00     73.73
15时48分00秒     all     27.59      0.00      0.64      0.00      0.00     71.77
15时48分01秒     all     25.91      0.00      0.45      0.06      0.00     73.58
15时48分02秒     all     29.54      0.00      2.21      0.00      0.00     68.25
15时48分03秒     all     25.87      0.00      0.51      0.00      0.00     73.62
15时48分04秒     all     25.99      0.00      0.38      0.19      0.00     73.44
15时48分05秒     all     25.68      0.00      0.19      0.00      0.00     74.13
15时48分06秒     all     26.16      0.00      0.57      0.00      0.00     73.27
15时48分07秒     all     25.81      0.00      0.13      0.00      0.00     74.06
15时48分08秒     all     25.75      0.00      0.63      0.00      0.00     73.62
15时48分09秒     all     29.59      0.00      2.41      0.70      0.00     67.30
15时48分10秒     all     27.56      0.00      0.32      0.00      0.00     72.13
15时48分11秒     all     25.86      0.00      0.44      0.00      0.00     73.70
15时48分12秒     all     26.10      0.00      0.57      0.00      0.00     73.33
15时48分13秒     all     25.78      0.00      0.32      0.00      0.00     73.91
15时48分14秒     all     25.91      0.00      0.57      0.00      0.00     73.52
15时48分15秒     all     25.94      0.00      0.63      0.00      0.00     73.43
15时48分16秒     all     25.64      0.00      0.45      0.00      0.00     73.92
15时48分17秒     all     25.98      0.00      0.51      0.00      0.00     73.51
15时48分18秒     all     25.82      0.00      0.63      0.19      0.00     73.35
15时48分19秒     all     25.62      0.00      0.32      0.00      0.00     74.06
15时48分20秒     all     25.84      0.00      0.51      0.00      0.00     73.65
15时48分21秒     all     25.97      0.00      0.57      0.00      0.00     73.46
15时48分22秒     all     25.62      0.00      0.32      0.00      0.00     74.06
15时48分23秒     all     25.89      0.00      0.57      0.13      0.00     73.41
15时48分24秒     all     27.63      0.00      0.70      0.00      0.00     71.67
15时48分25秒     all     25.56      0.00      0.19      0.00      0.00     74.25
15时48分26秒     all     25.81      0.00      0.63      0.00      0.00     73.56
15时48分27秒     all     25.70      0.00      0.32      0.00      0.00     73.98
15时48分28秒     all     29.14      0.00      1.90      0.00      0.00     68.95
15时48分29秒     all     26.94      0.00      0.76      0.00      0.00     72.30
15时48分30秒     all     25.87      0.00      0.76      0.00      0.00     73.36
15时48分31秒     all     25.67      0.00      0.32      0.00      0.00     74.02
15时48分32秒     all     26.02      0.00      0.38      0.19      0.00     73.41
